cve,owner,repo,patch,commit_count,diff_tokens,ranker_rank,year,repo_size_bucket,diff_bucket,ranker_bucket,year_bucket,language,cwe_family
CVE-2013-1966,apache,struts,7e6f641ebb142663cbd1653dc49bed725edf7f56,7897,703,382,2013,5k-10k,<5k,>100,2012-2014,Java,CWE-707: Improper Neutralization
CVE-2013-2135,apache,struts,041206d2a693d02c0cb2e72765275e55ba14049f|711cf0201cdd319a38cf29238913312355db29ba,7897,0,10000,2013,5k-10k,<5k,>100,2012-2014,Java,CWE-707: Improper Neutralization
CVE-2014-0094,apache,struts,2e2da292166adbc78c4cb1e308b30ddb4fba6d3f|6315241719be167542962da436b38782ed730c62,7897,0,10000,2014,5k-10k,<5k,>100,2012-2014,Java,Unknown
CVE-2012-0838,apache,struts,5f54b8d087f5125d96838aafa5f64c2190e6885b|b4265d369dc29d57a9f2846a85b26598e83f3892,7897,0,10000,2012,5k-10k,<5k,>100,2012-2014,Java,CWE-707: Improper Neutralization
CVE-2016-2162,apache,struts,fc2179cf1ac9fbfb61e3430fa88b641d87253327,7897,444,210,2016,5k-10k,<5k,>100,2015-2017,Java,CWE-707: Improper Neutralization
CVE-2011-2088,apache,struts,885ab3459e146ff830d1f7257f809f4a3dd4493a,7897,102,156,2011,5k-10k,<5k,>100,2009-2011,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2011-2087,apache,struts,1736b56db702c6639a6d5ae1146dba5a262e3344,7897,396,1,2011,5k-10k,<5k,top-1,2009-2011,Java,CWE-707: Improper Neutralization
CVE-2022-31139,Karlatemp,UnsafeAccessor,4ef83000184e8f13239a1ea2847ee401d81585fd,67,100,10,2022,<=1k,<5k,top-2-10,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-2207,jenkinsci,vncviewer-plugin,99b2aa3ed0857ef35de9a3aca0b0c53add3b392d,98,50,16,2020,<=1k,<5k,top-11-100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2023-37955,jenkinsci,test-results-aggregator-plugin,7dc29066d70af52cb3aa143783e8d2cb863fa4f7,661,92,103,2023,<=1k,<5k,>100,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2018-1000149,jenkinsci,ansible-plugin,06d30e5b626a978e258a7f4ab473cd7f53a7cba7,506,1884,3,2018,<=1k,<5k,top-2-10,2018-2020,Java,Unknown
CVE-2020-2310,jenkinsci,ansible-plugin,503be2bc90f78a726ca339ce9aaea044f23db14e,506,830,11,2020,<=1k,<5k,top-11-100,2018-2020,Java,Unknown
CVE-2023-32982,jenkinsci,ansible-plugin,4cbc48657c21a65a917b3b3049918480198c0cfb,506,543,15,2023,<=1k,<5k,top-11-100,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2023-32983,jenkinsci,ansible-plugin,4cbc48657c21a65a917b3b3049918480198c0cfb,506,543,15,2023,<=1k,<5k,top-11-100,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2022-43420,jenkinsci,contrast-continuous-application-security-plugin,1babcd1e972a265527af12a9f85393d08937859c,533,315,6,2022,<=1k,<5k,top-2-10,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2018-1000183,jenkinsci,github-plugin,775a8be0d4f7238b33cbbda6508170ff34a90736,845,644,1,2018,<=1k,<5k,top-1,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-1000184,jenkinsci,github-plugin,9a20b7d74ec1bfa8afe260571485dec286b454a2,845,652,7,2018,<=1k,<5k,top-2-10,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-1000600,jenkinsci,github-plugin,ce7f5f2cb523757f2bf9ec362e1c8de1de447ec7,845,218,9,2018,<=1k,<5k,top-2-10,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-36885,jenkinsci,github-plugin,11d1d79ebf85248dc43432389746c1ecc3452b6a,845,104,30,2022,<=1k,<5k,top-11-100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-46650,jenkinsci,github-plugin,9e09678c445613521c45acce0ce525160747ff3e,845,494,7,2023,<=1k,<5k,top-2-10,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2019-10432,jenkinsci,htmlpublisher-plugin,637aad0308f8cdfb24610041fcfe815d5a1a096b,423,111,37,2019,<=1k,<5k,top-11-100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2024-28149,jenkinsci,htmlpublisher-plugin,8bf2e2297a86ad50f7567fb953b2f8ec18b2891b,423,1770,3,2024,<=1k,<5k,top-2-10,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2024-28150,jenkinsci,htmlpublisher-plugin,c0eed940e65ea90f9b5ba21aa3d953546d5cd8ad,423,2177,7,2024,<=1k,<5k,top-2-10,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2024-28151,jenkinsci,htmlpublisher-plugin,6b840248dd0d691bbac9b515cd750b3f925909b2,423,857,5,2024,<=1k,<5k,top-2-10,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-2093,jenkinsci,cloudbees-jenkins-advisor-plugin,f53fe8a41a1566fdd7d2996779f6c5684ef3e2df,372,126,8,2020,<=1k,<5k,top-2-10,2018-2020,Java,CWE-693: Protection Mechanism Failure
CVE-2020-2094,jenkinsci,cloudbees-jenkins-advisor-plugin,f53fe8a41a1566fdd7d2996779f6c5684ef3e2df,372,126,8,2020,<=1k,<5k,top-2-10,2018-2020,Java,CWE-284: Improper Access Control
CVE-2020-2258,jenkinsci,cloudbees-jenkins-advisor-plugin,90f693a4b9fc60292463ecd7aa06c2c53d9dea30,372,37,19,2020,<=1k,<5k,top-11-100,2018-2020,Java,CWE-284: Improper Access Control
CVE-2024-23901,jenkinsci,gitlab-branch-source-plugin,969ccece8e2185ecdb7c342b27173af1ab17045c,718,799,5,2024,<=1k,<5k,top-2-10,2021-2024,Java,Unknown
CVE-2024-23902,jenkinsci,gitlab-branch-source-plugin,5fa356ee852091af900498db07259afe78d7aad2,718,244,3,2024,<=1k,<5k,top-2-10,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2024-23903,jenkinsci,gitlab-branch-source-plugin,8bfe1046cf342b99419457b9336addbbf346f89a,718,308,14,2024,<=1k,<5k,top-11-100,2021-2024,Java,CWE-697: Incorrect Comparison
CVE-2021-21614,jenkinsci,bumblebee-plugin,7faf4bd6e702726bb7542f370cbdedcbfa340443,219,2463,3,2021,<=1k,<5k,top-2-10,2021-2024,Java,CWE-284: Improper Access Control
CVE-2019-10306,jenkinsci,ontrack-plugin,7f0f806c18fdd6043103d848ba4c813cb805dd85,676,263,8,2019,<=1k,<5k,top-2-10,2018-2020,Java,Unknown
CVE-2019-1003098,jenkinsci,openid-plugin,5a91a74a94e44d87cd61afc2441aab42b7542bf0,207,80,7,2019,<=1k,<5k,top-2-10,2018-2020,Java,CWE-693: Protection Mechanism Failure
CVE-2019-1003099,jenkinsci,openid-plugin,5a91a74a94e44d87cd61afc2441aab42b7542bf0,207,80,3,2019,<=1k,<5k,top-2-10,2018-2020,Java,CWE-284: Improper Access Control
CVE-2023-2195,jenkinsci,codedx-plugin,0214f30488ea8481f01e4b14a861e13d75bebb8b,293,400,2,2023,<=1k,<5k,top-2-10,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2023-2196,jenkinsci,codedx-plugin,138932b362c7da3c310b1f34fc854c5bf5f52458,293,243,6,2023,<=1k,<5k,top-2-10,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-2631,jenkinsci,codedx-plugin,0214f30488ea8481f01e4b14a861e13d75bebb8b,293,400,2,2023,<=1k,<5k,top-2-10,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2023-2632,jenkinsci,codedx-plugin,a971a75da3eaf0ab5344c2b60942e7c8809ec913,293,970,5,2023,<=1k,<5k,top-2-10,2021-2024,Java,CWE-284: Improper Access Control
CVE-2023-2633,jenkinsci,codedx-plugin,a971a75da3eaf0ab5344c2b60942e7c8809ec913,293,970,13,2023,<=1k,<5k,top-11-100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2019-1003063,jenkinsci,snsnotify-plugin,874db1f2882aebb452c6d9dc0ad59efa6fd336db,82,1500,9,2019,<=1k,<5k,top-2-10,2018-2020,Java,CWE-693: Protection Mechanism Failure
CVE-2018-1002201,zeroturnaround,zt-zip,759b72f33bc8f4d69f84f09fcb7f010ad45d6fff,467,727,1,2018,<=1k,<5k,top-1,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-10349,jenkinsci,depgraph-view-plugin,288496fd2e6fe922da3b43067e73cfac07a910e8,234,49,6,2019,<=1k,<5k,top-2-10,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2021-21632,jenkinsci,dependency-track-plugin,70e7b82ad9a10499e628998a0bcb57c1481c66bc,708,659,19,2021,<=1k,<5k,top-11-100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2021-21633,jenkinsci,dependency-track-plugin,70e7b82ad9a10499e628998a0bcb57c1481c66bc,708,659,28,2021,<=1k,<5k,top-11-100,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2020-7692,googleapis,google-oauth-java-client,13433cd7dd06267fc261f0b1d4764f8e3432c824,835,2254,1,2020,<=1k,<5k,top-1,2018-2020,Java,CWE-284: Improper Access Control
CVE-2021-22573,googleapis,google-oauth-java-client,c634ad4e31cac322bb1aa8a9feb0569749011bf0,835,432,60,2021,<=1k,<5k,top-11-100,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2022-36897,jenkinsci,compuware-xpediter-code-coverage-plugin,2bb312d91f8dc20e7e1e2098584dbea65a9bffb6,156,105,5,2022,<=1k,<5k,top-2-10,2021-2024,Java,CWE-284: Improper Access Control
CVE-2022-43424,jenkinsci,compuware-xpediter-code-coverage-plugin,e506fc9e77a2609f6a5aa331e052d35be652071c,156,25,18,2022,<=1k,<5k,top-11-100,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2021-21234,lukashinsch,spring-boot-actuator-logview,1c76e1ec3588c9f39e1a94bf27b5ff56eb8b17d6|760acbb939a8d1f7d1a7dfcd51ca848eea04e772,89,0,10000,2021,<=1k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-10347,jenkinsci,mashup-portlets-plugin,05eb9bfd5c758c8c477ce6bd4315fd65d83e9a0a,119,395,12,2019,<=1k,<5k,top-11-100,2018-2020,Java,CWE-284: Improper Access Control
CVE-2019-16553,jenkinsci,build-failure-analyzer-plugin,f316c885552ac75289cbb11b2af5757f18784bcb,860,602,18,2019,<=1k,<5k,top-11-100,2018-2020,Java,CWE-693: Protection Mechanism Failure
CVE-2019-16554,jenkinsci,build-failure-analyzer-plugin,f316c885552ac75289cbb11b2af5757f18784bcb,860,602,3,2019,<=1k,<5k,top-2-10,2018-2020,Java,CWE-284: Improper Access Control
CVE-2019-16555,jenkinsci,build-failure-analyzer-plugin,f316c885552ac75289cbb11b2af5757f18784bcb,860,602,18,2019,<=1k,<5k,top-11-100,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-2244,jenkinsci,build-failure-analyzer-plugin,c974938f213df0109269cb1b4508b8a1ec19f0ff,860,40,28,2020,<=1k,<5k,top-11-100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2023-43501,jenkinsci,build-failure-analyzer-plugin,a261229a67c52927d531c48ec0a59bf138ebd4d0,860,725,15,2023,<=1k,<5k,top-11-100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2023-43502,jenkinsci,build-failure-analyzer-plugin,a261229a67c52927d531c48ec0a59bf138ebd4d0,860,725,14,2023,<=1k,<5k,top-11-100,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2021-32731,xwiki,xwiki-platform,0cf716250b3645a5974c80d8336dcdf885749dff,70119,228,726,2021,>10k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-41931,xwiki,xwiki-platform,47eb8a5fba550f477944eb6da8ca91b87eaf1d01,70119,228,1374,2022,>10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-29207,xwiki,xwiki-platform,65ca06c51e7a1d5a579344c7272b2cc9a9a21126,70119,228,5495,2023,>10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-35151,xwiki,xwiki-platform,824cd742ecf5439971247da11bfe7e0ad2b10ede,70119,228,496,2023,>10k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-50723,xwiki,xwiki-platform,0f367aaae4e0696f61cf5a67a75edd27d1d16db6|1157c1ecea395aac7f64cd8a6f484b1225416dc7|749f6aee1bfbcf191c3734ea0aa9eba3aa63240e|bd82be936c21b65dee367d558e3050b9b6995713,70119,228,10000,2023,>10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2024-41947,xwiki,xwiki-platform,821d43ec45e67d45a6735a0717b9b77fffc1cd9f,70119,228,3393,2024,>10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-29202,xwiki,xwiki-platform,5c7ebe47c2897e92d8f04fe2e15027e84dc3ec03,70119,228,1,2023,>10k,<5k,top-1,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-29507,xwiki,xwiki-platform,905cdd7c421dbf8c565557cdc773ab1aa9028f83,70119,228,11,2023,>10k,<5k,top-11-100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2022-23615,xwiki,xwiki-platform,7ab0fe7b96809c7a3881454147598d46a1c9bbbe,70119,228,923,2022,>10k,<5k,>100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2024-37898,xwiki,xwiki-platform,c5efc1e519e710afdf3c5f40c0fcc300ad77149f,70119,228,487,2024,>10k,<5k,>100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2023-29014,intranda,goobi-viewer-core,c29efe60e745a94d03debc17681c4950f3917455,570002,228,176,2023,>10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-29015,intranda,goobi-viewer-core,f0ccde2d469efd9597c3062d00177a63341f2256,570002,228,79,2023,>10k,<5k,top-11-100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-29016,intranda,goobi-viewer-core,8eadb32b3fdcb775678b74d95bc3df018a5d5238,570002,228,207,2023,>10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2021-21671,jenkinsci,jenkins,25a42f3942fd9f8bd768c887c679dbc796b4fcd5,30736,903,153,2021,>10k,<5k,>100,2021-2024,Java,Unknown
CVE-2024-43044,jenkinsci,jenkins,5d26b53ad3a5cd8c4a060eef4f56d75e65ca17a5,30736,2115,3,2024,>10k,<5k,top-2-10,2021-2024,Java,CWE-703: Improper Check or Handling of Exceptional Conditions
CVE-2019-10405,jenkinsci,jenkins,560ee832b41814660c5632ea36ad1a1c977177bf,30736,104,92,2019,>10k,<5k,top-11-100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2020-2230,jenkinsci,jenkins,e49f690939596acbc9a1be64128b2c7eaf91a6db,30736,46,358,2020,>10k,<5k,>100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2018-1999042,jenkinsci,jenkins,727d58f690abf64f543407e1de3545eca76ad30e,30736,1397,122,2018,>10k,<5k,>100,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2017-1000395,jenkinsci,jenkins,7b1f8e96a8d97dd09e5e093fcdb010b3295acc77,30736,222,75,2017,>10k,<5k,top-11-100,2015-2017,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-27902,jenkinsci,jenkins,80452662b31ac6c9f4418cffae1af6af4daf479a,30736,7962,76,2023,>10k,5k-15k,top-11-100,2021-2024,Java,Unknown
CVE-2020-2105,jenkinsci,jenkins,639ade55caa05324c60d15b2fa8df27ee0111b76,30736,787,477,2020,>10k,<5k,>100,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-1000169,jenkinsci,jenkins,69a784bb8d2c5a021d225eda2d392fb081c1169e,30736,620,88,2018,>10k,<5k,top-11-100,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-21607,jenkinsci,jenkins,a890d68699ad6ca0c8fbc297a1d4b7ebf23f384b,30736,545,95,2021,>10k,<5k,top-11-100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2014-8125,droolsjbpm,drools,c48464c3b246e6ef0d4cd0dbf67e83ccd532c6d3,17443,152,1,2014,>10k,<5k,top-1,2012-2014,Java,Unknown
CVE-2017-1000217,opencast,opencast,2d42e42f3cfcff3a775a2538f735fca8542ce1fc|fba2f35df24ce2aeaff627200065cbade9b3a0cd,53488,228,10000,2017,>10k,<5k,>100,2015-2017,Java,CWE-707: Improper Neutralization
CVE-2020-26234,opencast,opencast,4225bf90af74557deaf8fb6b80b0705c9621acfc,53488,648,1,2020,>10k,<5k,top-1,2018-2020,Java,CWE-693: Protection Mechanism Failure
CVE-2021-32623,opencast,opencast,16b0d641713fe31b8518fcf14fc5e4e815d81206|8ae27da5a6f658011a5741b3210e715b0dc6213e,53488,228,10000,2021,>10k,<5k,>100,2021-2024,Java,CWE-691: Insufficient Control Flow Management
CVE-2020-5230,opencast,opencast,bbb473f34ab95497d6c432c81285efb0c739f317,53488,249,3,2020,>10k,<5k,top-2-10,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2021-43821,opencast,opencast,65c46b9d3e8f045c544881059923134571897764,53488,297,141,2021,>10k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2017-1000221,opencast,opencast,f1abcaf998a469a2081461e0e3b4211927849439,53488,99,6718,2017,>10k,<5k,>100,2015-2017,Java,CWE-284: Improper Access Control
CVE-2020-5231,opencast,opencast,72fad0031d8a82c860e2bde0b27570c5042320ee,53488,107,1,2020,>10k,<5k,top-1,2018-2020,Java,CWE-284: Improper Access Control
CVE-2020-5222,opencast,opencast,1a7172c95af8d542a77ae5b153e4c834dd4788a6,53488,838,1,2020,>10k,<5k,top-1,2018-2020,Java,CWE-284: Improper Access Control
CVE-2018-16153,opencast,opencast,776d5588f39c61eb04c03bb955416c4f77629d51,53488,1084,21,2018,>10k,<5k,top-11-100,2018-2020,Java,CWE-284: Improper Access Control
CVE-2021-43807,opencast,opencast,59cb6731067283e54f15462be38b6117d8b9ea8b|8f8271e1085f6f8e306c689d6a56b0bb8d076444,53488,228,10000,2021,>10k,<5k,>100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2008-1947,apache,tomcat,49c71fc59c1b8f8da77aea9eb53e61db168aebab|5f00d434c8dc11bd49ce0b4b56fe889839056030|78ad0fcbe29c824f1f2e45a4e2716247b033250a|ab6a6c41ac972c845717c9d639f0335865afab4d,80454,228,10000,2008,>10k,<5k,>100,2009-2011,Java,CWE-707: Improper Neutralization
CVE-2017-5651,apache,tomcat,494429ca210641b6b7affe89a2b0a6c0ff70109b|9233d9d6a018be4415d4d7d6cb4fe01176adf1a8,80454,228,10000,2017,>10k,<5k,>100,2015-2017,Java,Unknown
CVE-2014-0227,apache,tomcat,593a2447e6ebe465585cfa07e93b5635dffa1c70,80454,1070,147,2014,>10k,<5k,>100,2012-2014,Java,Unknown
CVE-2020-11996,apache,tomcat,9434a44d3449d620b1be70206819f8275b4a7509|9a0231683a77e2957cea0fdee88b193b30b0c976|c8acd2ab7371e39aeca7c306f3b5380f00afe552,80454,228,10000,2020,>10k,<5k,>100,2018-2020,Java,Unknown
CVE-2010-2227,apache,tomcat,40e5880dfc51517334acda5f12beacdec52ca283,80454,206,932,2010,>10k,<5k,>100,2009-2011,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-8037,apache,tomcat,4c04369c287233ea2e8e5135f6c31d02e2d76293|ccf2e6bf5205561ad18c2300153e9173ec509d73|ed4b9d791f9470e4c3de691dd0153a9ce431701b|f94eedf02b5973598ab3dbbd4504da588e9ba6cb,80454,228,10000,2018,>10k,<5k,>100,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2011-1088,apache,tomcat,02780bbc6089a12b19d3d5e5dc810455ac6bfe92|0a5a19f0c3b8d199b7335da5f88e956f59926673|0f95cb7401acdbfc9b65c878948b84bb496f2386|0ff4905158b77787a7f3aca55c9dec93456665dc|13fe121edb6f2b597d2b82725f1b01296ac78ebd|149af600532df6a24b1f7fc93607d764dfc9a7ea|1b2d5e90d271ab087a36b556eb17519454170529|2d7dbfe4c63a4242a9b28fdb662d91ceb7a84630|3ac2b5c1611af51ee5438fd32a3254a2de1878ce|3e5b0455483eed55752047073e92403bfca8d3ec|5c8560f3054982abaa476d87ec031c439d58d66e|63fd724e129b647b7d9026ae29513dd6b774b4b5|880b1a4fc424625b56c8bcd9ebf6bfe966a1dadd|9c90bdc1ad942374b1bb6b147613497970b3c8e1|b1d1047a4c0a7754cabf57ac0303f92e4e77ef58|dbac5e24759954daed3c584abb5d466fcf42dd4b|dd10265436ea8b2fe35f1a8b09bc7390acbea269|ece65c1a428094b1c6c17de3d7593f64e1bb1286|ee627412570268df47a075f5d4dc5f7debf39fad|f528992ec6cd7b62c9ced5b3a7dc4cda6bfd1a5e,80454,228,10000,2011,>10k,<5k,>100,2009-2011,Java,Unknown
CVE-2011-3190,apache,tomcat,a2538ce78f83b7376c48d12d8247600079d789b1,80454,327,51,2011,>10k,<5k,top-11-100,2009-2011,Java,Unknown
CVE-2017-7674,apache,tomcat,52382ebfbce20a98b01cd9d37184a12703987a5a|9044c1672bbe4b2cf4c55028cc8b977cc62650e7|b94478d45b7e1fc06134a785571f78772fa30fed,80454,228,10000,2017,>10k,<5k,>100,2015-2017,Java,CWE-693: Protection Mechanism Failure
CVE-2011-0013,apache,tomcat,58223c5ecc0751c3642c810f291b8f033d33b97f,80454,432,2711,2011,>10k,<5k,>100,2009-2011,Java,CWE-707: Improper Neutralization
CVE-2022-1245,keycloak,keycloak,76d83f46fad94ebcbedaa49e6daad458e2894e52,27405,2729,430,2022,>10k,<5k,>100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2020-35509,keycloak,keycloak,478319348bdfdb9b6d39122f41edf2af79f679bb,27405,215,937,2020,>10k,<5k,>100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2018-10894,keycloak,keycloak,812e76c39b1e693e8f11e5549cca2c90631f372e,27405,1548,483,2018,>10k,<5k,>100,2018-2020,Java,CWE-693: Protection Mechanism Failure
CVE-2019-14837,keycloak,keycloak,9a7c1a91a59ab85e7f8889a505be04a71580777f,27405,173,284,2019,>10k,<5k,>100,2018-2020,Java,CWE-710: Improper Adherence to Coding Standards
CVE-2024-10451,keycloak,keycloak,198214310eb45b86707f823ccb5a2d65c814b528,27405,558,38,2024,>10k,<5k,top-11-100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2024-10492,keycloak,keycloak,d60cb9aaefc4035d322862edd8f9f252af6da951,27405,1866,115,2024,>10k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-20222,keycloak,keycloak,3b80eee5bfdf2b80c47465c0f2eaf70074808741,27405,545,88,2021,>10k,<5k,top-11-100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2021-3856,keycloak,keycloak,73f0474008e1bebd0733e62a22aceda9e5de6743,27405,256,1,2021,>10k,<5k,top-1,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-20195,keycloak,keycloak,717d9515fa131e3d8c8936e41b2e52270fdec976,27405,156,395,2021,>10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-6563,keycloak,keycloak,556146f961f7c8ddf64de15e2117a58d045f72b5,27405,479,961,2023,>10k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-1941,apache,activemq,81bd743eaa243f0cc5dfbb1342cee1fef1fc5df2,11977,279,11,2020,>10k,<5k,top-11-100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2013-3060,apache,activemq,22bc55b9487df98a3c3cb04f99f4618fcba364fe|437ea2f6e58d18837ae0e68dcd2fdadc1fff3723|ced33d2551a040813cb40bd6d36fdd322034fa73,11977,0,10000,2013,>10k,<5k,>100,2012-2014,Java,CWE-284: Improper Access Control
CVE-2013-1879,apache,activemq,148ca81dcd8f14cfe2ff37012fd1aa42518f02dc,11977,133,28,2013,>10k,<5k,top-11-100,2012-2014,Java,CWE-707: Improper Neutralization
CVE-2020-13920,apache,activemq,58382283330f7c7b110c7afd8ef4ca2648786532,11977,107,868,2020,>10k,<5k,>100,2018-2020,Java,CWE-284: Improper Access Control
CVE-2018-8006,apache,activemq,d8c80a98212ee5d73a281483a2f8b3f517465f62,11977,38,26,2018,>10k,<5k,top-11-100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2014-3576,apache,activemq,00921f22ff9a8792d7663ef8fadd4823402a6324,11977,51,76,2014,>10k,<5k,top-11-100,2012-2014,Java,Unknown
CVE-2013-1880,apache,activemq,fafd12dfd4f71336f8e32c090d40ed1445959b40,11977,119,15,2013,>10k,<5k,top-11-100,2012-2014,Java,CWE-707: Improper Neutralization
CVE-2011-4905,apache,activemq,3a71f8e33d0309cb0ca5b5758a8f251da205e757|9df9d3e89140b7329654ad5675259ec6f0c4b3a7|da7f9962c640666a743675085922bf75a656f81b,11977,0,10000,2011,>10k,<5k,>100,2009-2011,Java,Unknown
CVE-2023-46604,apache,activemq,80089f9f476afab7d976f5fc37c5ab4aa0c2139d,11977,163,5,2023,>10k,<5k,top-2-10,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2016-3088,apache,activemq,3dd86d04e8b90ba309819317d19e7260d414d9e7,11977,6026,13,2016,>10k,5k-15k,top-11-100,2015-2017,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-44585,jeecgboot,jeecg-boot,dbba190980fe44ab5377703dc1a9487806ee2a91,52430,228,8,2021,>10k,<5k,top-2-10,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2021-46089,jeecgboot,jeecg-boot,baefc1338dd03de36384ce7d5846b08041b488d0,52430,228,2,2021,>10k,<5k,top-2-10,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2022-45206,jeecgboot,jeecg-boot,f18ced524c9ec13e876bfb74785a1b112cc8b6bb,52430,228,16,2022,>10k,<5k,top-11-100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2022-45207,jeecgboot,jeecg-boot,8632a835c23f558dfee3584d7658cc6a13ccec6f|958cf01649e67c79887c21f9c0ada42b552b7ee3,52430,228,10000,2022,>10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2022-45208,jeecgboot,jeecg-boot,51e2227bfe54f5d67b09411ee9a336750164e73d,52430,228,1,2022,>10k,<5k,top-1,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2022-45210,jeecgboot,jeecg-boot,51e2227bfe54f5d67b09411ee9a336750164e73d,52430,228,1,2022,>10k,<5k,top-1,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2022-47105,jeecgboot,jeecg-boot,0fc374de4745eac52620eeb8caf6a7b76127529a,52430,228,5,2022,>10k,<5k,top-2-10,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-34602,jeecgboot,jeecg-boot,dd7bf104e7ed59142909567ecd004335c3442ec5,52430,228,1,2023,>10k,<5k,top-1,2021-2024,Java,CWE-707: Improper Neutralization
